Status,Vessel type,Hull No.,Type,Dwt,GT,Size,Unit,CGT,Built,Builder,Yard Status,Contract Date,Owner,Owner Group,NB Price,Currency
On Order,MR ,2656,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-07,Hyundai Mipo,Established <2000,2018-Jul-12,Overseas Shipholding,Overseas Shipholding,37.50,$m
On Order,MR ,H1860A,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-09,Hyundai Mipo,Established <2000,2018-Jul-12,Overseas Shipholding,Overseas Shipholding,37.50,$m
On Order,MR ,H1862A,Chem & Oil,"40,000",,"40,000",DWT,"21,666",2019-11,Hyundai Mipo,Established <2000,2018-Jun-22,Hyproc Shipping Co.,Sonatrach Petroleum,,
On Order,MR ,H1861A,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2020-,Samsung HI,Established <2000,2018-Jun-12,Mitsui & Co,Mitsui & Co,,
On Order,MR ,H1863A,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2020-,Samsung HI,Established <2000,2018-Jun-12,Mitsui & Co,Mitsui & Co,,
On Order,MR ,665,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2020-,Samsung HI,Established <2000,2018-Jun-12,Mitsui & Co,Mitsui & Co,,
On Order,MR ,5972,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2020-,Samsung HI,Established <2000,2018-Jun-12,Mitsui & Co,Mitsui & Co,,
On Order,MR ,5976,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2020-,Samsung HI,Established <2000,2018-Jun-12,Mitsui & Co,Mitsui & Co,,
On Order,MR ,5978,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-06,Hyundai Mipo,Established <2000,2018-May-11,Yasa Shpg. Industry,Yasa Shpg. Industry,,
On Order,MR ,5975,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-07,Hyundai Mipo,Established <2000,2018-May-11,Yasa Shpg. Industry,Yasa Shpg. Industry,,
On Order,MR ,5977,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-09,Hyundai Mipo,Established <2000,2018-May-11,Niovis Shipping Co.,Niovis Shipping Co.,,
On Order,MR ,636,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-06,Hyundai Mipo,Established <2000,2018-May-11,Yasa Shpg. Industry,Yasa Shpg. Industry,,
On Order,MR ,638,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-07,Hyundai Mipo,Established <2000,2018-May-11,Yasa Shpg. Industry,Yasa Shpg. Industry,,
On Order,MR ,2080,Chem & Oil,"48,000",,"48,000",DWT,"23,951",2020-03,Hyundai Mipo,Established <2000,2018-Apr-24,Kuwait Oil Tanker,Kuwait Petroleum,41.90,$m
On Order,MR ,2081,Chem & Oil,"48,000",,"48,000",DWT,"23,951",2020-02,Hyundai Mipo,Established <2000,2018-Apr-24,Kuwait Oil Tanker,Kuwait Petroleum,41.90,$m
On Order,MR ,2082,Chem & Oil,"48,000",,"48,000",DWT,"23,951",2020-04,Hyundai Mipo,Established <2000,2018-Apr-24,Kuwait Oil Tanker,Kuwait Petroleum,41.90,$m
On Order,MR ,2083,Chem & Oil,"48,000",,"48,000",DWT,"23,951",2020-05,Hyundai Mipo,Established <2000,2018-Apr-24,Kuwait Oil Tanker,Kuwait Petroleum,41.90,$m
On Order,MR ,723,Chem & Oil,"49,999",,"49,999",DWT,"24,495",2019-,GSI Nansha,Established >2010,2018-Apr-03,TORM A/S,TORM A/S,31.00,$m
On Order,MR ,98088,Chem & Oil,"49,999",,"49,999",DWT,"24,495",2020-02,GSI Nansha,Established >2010,2018-Apr-03,TORM A/S,TORM A/S,31.00,$m
On Order,MR ,TK351,Chem & Oil,"49,999",,"49,999",DWT,"24,495",2019-11,GSI Nansha,Established >2010,2018-Apr-03,TORM A/S,TORM A/S,31.00,$m
On Order,MR ,TK352,Chem & Oil,"49,700",,"49,700",DWT,"24,415",2019-10,STX SB (Jinhae),Established <2000,2018-Feb-02,Pantheon Tankers,Alpha Tankers,,
On Order,MR ,3084,Chem & Oil,"49,700",,"49,700",DWT,"24,415",2019-12,STX SB (Jinhae),Established <2000,2018-Feb-02,Pantheon Tankers,Alpha Tankers,,
On Order,Handy ,3062,Chem & Oil,"38,000",,"38,000",DWT,"21,064",2019-06,Jiangsu Hantong HI,Established 2000-10,2018-Feb-01,Carl Buttner,Carl Buttner,,
On Order,Handy ,8018,Chem & Oil,"38,000",,"38,000",DWT,"21,064",2019-08,Jiangsu Hantong HI,Established 2000-10,2018-Feb-01,Carl Buttner,Carl Buttner,,
On Order,MR ,8019,Chem & Oil,"49,999",,"49,999",DWT,"24,495",2019-10,Hyundai Vinashin,Established 2000-10,2018-Jan-19,DSD Shipping A/S,DSD Shipping A/S,,
On Order,MR ,2990,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-04,Hyundai Mipo,Established <2000,2018-Jan-12,Chios Navigation,Chios Navigation,,
On Order,MR ,2991,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-09,Hyundai Mipo,Established <2000,2018-Jan-12,Top Ships,Top Ships,,
On Order,MR ,2992,Chem & Oil,"52,000",,"52,000",DWT,"25,030",2020-03,GSI Nansha,Established >2010,2017-Dec-08,Formosa Plastics Co,Formosa Plastics Grp,,
On Order,MR ,H2632,Chem & Oil,"52,000",,"52,000",DWT,"25,030",2019-11,GSI Nansha,Established >2010,2017-Dec-08,Formosa Plastics Co,Formosa Plastics Grp,,
On Order,MR ,H2633,Chem & Oil,"52,000",,"52,000",DWT,"25,030",2020-06,GSI Nansha,Established >2010,2017-Dec-08,Formosa Plastics Co,Formosa Plastics Grp,,
On Order,MR ,H2635,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2020-04,Chengxi Shipyard,Established <2000,2017-Dec-07,Goldwin Shipping,Goldwin Shipping,,
On Order,MR ,H2636,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-11,Chengxi Shipyard,Established <2000,2017-Dec-07,Goldwin Shipping,Goldwin Shipping,,
On Order,MR ,NLP0173,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-05,STX SB (Jinhae),Established <2000,2017-Dec-01,ClearOcean Tankers,ClearOcean Tankers,,
On Order,MR ,NLP0174,Methanol,"49,000","30,945","49,000",DWT,"24,780",2019-,Hyundai Mipo,Established <2000,2017-Dec-01,Nippon Yusen Kaisha,Nippon Yusen Kaisha,,
On Order,MR ,2986,Methanol,"49,000","30,945","49,000",DWT,"24,780",2019-,Hyundai Mipo,Established <2000,2017-Dec-01,Iino & Mitsui JV,Iino & Mitsui JV,,
On Order,MR ,2987,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-05,STX SB (Jinhae),Established <2000,2017-Dec-01,ClearOcean Tankers,ClearOcean Tankers,,
On Order,MR ,1742,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-02,Hyundai Mipo,Established <2000,2017-Nov-29,Eastern Med,Eastern Med,,
On Order,MR ,2603,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-03,Hyundai Mipo,Established <2000,2017-Nov-29,Eastern Med,Eastern Med,,
On Order,MR ,2604,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-04,Hyundai Mipo,Established <2000,2017-Nov-29,Eastern Med,Eastern Med,,
On Order,MR ,S977,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-01,Hyundai Mipo,Established <2000,2017-Nov-03,Top Ships,Top Ships,,
On Order,MR ,S978,Chem & Oil,"49,900",,"49,900",DWT,"24,468",2019-10,New Times SB,Established 2000-10,2017-Nov-01,Navig8 Group,Navig8 Group,,
On Order,MR ,2984,Chem & Oil,"49,900",,"49,900",DWT,"24,468",2019-11,New Times SB,Established 2000-10,2017-Nov-01,Navig8 Group,Navig8 Group,,
On Order,Handy ,2985,Chem & Oil,"36,000",,"36,000",DWT,"20,446",2020-,Fukuoka (Nagasaki),Established 2000-10,2017-Nov-01,Unknown Japanese,Unknown Japanese,,
On Order,MR ,1741,Chem & Oil,"49,900",,"49,900",DWT,"24,468",2019-08,New Times SB,Established 2000-10,2017-Nov-01,Navig8 Group,Navig8 Group,,
On Order,MR ,2578,Chem & Oil,"49,900",,"49,900",DWT,"24,468",2019-09,New Times SB,Established 2000-10,2017-Nov-01,Navig8 Group,Navig8 Group,,
On Order,Handy ,2579,Chem & Oil,"36,000",,"36,000",DWT,"20,446",2019-,Fukuoka (Nagasaki),Established 2000-10,2017-Nov-01,Unknown Japanese,Unknown Japanese,,
On Order,MR ,5156,Methanol,"49,000","30,945","49,000",DWT,"24,780",2019-,Hyundai Mipo,Established <2000,2017-Oct-01,WFS & Marinvest JV,WFS & Marinvest JV,,
On Order,MR ,5157,Methanol,"49,000","30,945","49,000",DWT,"24,780",2019-,Hyundai Mipo,Established <2000,2017-Oct-01,WFS & Marinvest JV,WFS & Marinvest JV,,
On Order,Handy ,2335,Chem & Oil,"26,000",,"26,000",DWT,"17,095",2020-02,Shin Kurushima,Established <2000,2017-Oct-01,Unknown Japanese,Unknown Japanese,,
On Order,Handy ,2336,Chem & Oil,"26,000",,"26,000",DWT,"17,095",2020-05,Shin Kurushima,Established <2000,2017-Oct-01,Unknown Japanese,Unknown Japanese,,
On Order,MR ,G85K-1,Chem & Oil,"49,999",,"49,999",DWT,"24,495",2020-06,Hyundai Vinashin,Established 2000-10,2017-Sep-11,DSD Shipping A/S,DSD Shipping A/S,,
On Order,MR ,G85K-2,Chem & Oil,"49,999",,"49,999",DWT,"24,495",2020-09,Hyundai Vinashin,Established 2000-10,2017-Sep-11,DSD Shipping A/S,DSD Shipping A/S,,
On Order,MR ,2337,Chem & Oil,"49,700",,"49,700",DWT,"24,415",2019-06,STX SB (Jinhae),Established <2000,2017-Sep-07,Pantheon Tankers,Alpha Tankers,,
On Order,MR ,2331,Chem & Oil,"49,700",,"49,700",DWT,"24,415",2019-06,STX SB (Jinhae),Established <2000,2017-Sep-07,Pantheon Tankers,Alpha Tankers,,
On Order,MR ,1738,Chem & Oil,"49,700",,"49,700",DWT,"24,415",2019-03,STX SB (Jinhae),Established <2000,2017-Sep-07,Pantheon Tankers,Alpha Tankers,,
On Order,MR ,1739,Chem & Oil,"49,700",,"49,700",DWT,"24,415",2019-03,STX SB (Jinhae),Established <2000,2017-Sep-07,Pantheon Tankers,Alpha Tankers,,
On Order,MR ,1736,Shuttle,"42,000",,"42,000",DWT,"15,578",2019-10,Samsung HI,Established <2000,2017-Aug-31,Sovcomflot JSC,SCF Group,,
On Order,MR ,1737,Chem & Oil,"49,999","29,300","49,999",DWT,"24,046",2019-01,Hyundai Mipo,Established <2000,2017-Aug-25,Union Maritime Ltd,Union Maritime Ltd,,
On Order,MR ,H2571,Chem & Oil,"49,999","29,300","49,999",DWT,"24,046",2019-03,Hyundai Mipo,Established <2000,2017-Aug-25,Union Maritime Ltd,Union Maritime Ltd,,
On Order,MR ,H2572,Chem & Oil,"49,999",,"49,999",DWT,"24,495",2020-01,Hyundai Vinashin,Established 2000-10,2017-Jul-28,DSD Shipping A/S,DSD Shipping A/S,,
On Order,MR ,C-243,Chem & Oil,"49,999",,"49,999",DWT,"24,495",2020-03,Hyundai Vinashin,Established 2000-10,2017-Jul-28,DSD Shipping A/S,DSD Shipping A/S,,
On Order,MR ,TS140116,Chem & Oil,"49,999",,"49,999",DWT,"24,495",2019-,GSI Nansha,Established >2010,2017-Jul-24,TORM A/S,TORM A/S,,
On Order,MR ,TS140118,Chem & Oil,"49,999",,"49,999",DWT,"24,495",2019-,GSI Nansha,Established >2010,2017-Jul-24,TORM A/S,TORM A/S,,
On Order,MR ,SK112,Chem & Oil,"49,999",,"49,999",DWT,"24,495",2019-,GSI Nansha,Established >2010,2017-Jul-24,TORM A/S,TORM A/S,,
On Order,MR ,SK113,Chem & Oil,"49,999",,"49,999",DWT,"24,495",2019-,GSI Nansha,Established >2010,2017-Jul-24,TORM A/S,TORM A/S,,
On Order,MR ,SK115,Chem & Oil,"46,000",,"46,000",DWT,"23,397",2019-,Hyundai Vinashin,Established 2000-10,2017-Jul-21,Unknown,Unknown,,
On Order,MR ,SK116,Chem & Oil,"46,000",,"46,000",DWT,"23,397",2019-,Hyundai Vinashin,Established 2000-10,2017-Jul-21,Unknown,Unknown,,
On Order,MR ,453,Chem & Oil,"46,000",,"46,000",DWT,"23,397",2019-,Hyundai Vinashin,Established 2000-10,2017-Jul-21,Unknown,Unknown,,
On Order,MR ,8241,Chem & Oil,"46,000",,"46,000",DWT,"23,397",2019-,Hyundai Vinashin,Established 2000-10,2017-Jul-21,Unknown,Unknown,,
On Order,MR ,POET1594,Chem & Oil,"46,000",,"46,000",DWT,"23,397",2019-,Hyundai Vinashin,Established 2000-10,2017-Jul-21,Unknown,Unknown,,
On Order,MR ,N/A,Chem & Oil,"46,000",,"46,000",DWT,"23,397",2019-,Hyundai Vinashin,Established 2000-10,2017-Jul-21,Unknown,Unknown,,
On Order,MR ,N/A,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-01,STX SB (Jinhae),Established <2000,2017-Jul-20,ClearOcean Tankers,ClearOcean Tankers,,
On Order,MR ,N/A,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-02,STX SB (Jinhae),Established <2000,2017-Jul-20,ClearOcean Tankers,ClearOcean Tankers,,
On Order,MR ,N/A,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-,Hyundai Vinashin,Established 2000-10,2017-Jul-14,Fukujin Shipping,Fukujin Shipping,32.00,$m
On Order,MR ,N/A,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-,Hyundai Vinashin,Established 2000-10,2017-Jul-14,Fukujin Shipping,Fukujin Shipping,32.00,$m
On Order,MR ,N/A,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-,Hyundai Vinashin,Established 2000-10,2017-Jul-14,Masumoto Shpg Co,Masumoto Shpg Co,32.00,$m
On Order,MR ,N/A,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-,Hyundai Vinashin,Established 2000-10,2017-Jul-14,Masumoto Shpg Co,Masumoto Shpg Co,32.00,$m
On Order,MR ,N/A,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-,Hyundai Vinashin,Established 2000-10,2017-Jul-14,Hisamoto Kisen K.K.,Hisamoto Kisen K.K.,32.00,$m
On Order,MR ,N/A,Chem & Oil,"49,900",,"49,900",DWT,"24,468",2019-04,New Times SB,Established 2000-10,2017-Jul-01,Navig8 Group,Navig8 Group,,
On Order,MR ,N/A,Chem & Oil,"49,900",,"49,900",DWT,"24,468",2019-06,New Times SB,Established 2000-10,2017-Jul-01,Navig8 Group,Navig8 Group,,
On Order,MR ,N/A,Chem & Oil,"49,900",,"49,900",DWT,"24,468",2019-05,New Times SB,Established 2000-10,2017-Jul-01,Navig8 Group,Navig8 Group,,
On Order,MR ,N/A,Chem & Oil,"49,900",,"49,900",DWT,"24,468",2019-07,New Times SB,Established 2000-10,2017-Jul-01,Navig8 Group,Navig8 Group,,
On Order,MR ,N/A,Chem & Oil,"46,000",,"46,000",DWT,"23,397",2018-11,Hyundai Vinashin,Established 2000-10,2017-Jun-01,Unknown,Unknown,,
On Order,MR ,N/A,Chem & Oil,"46,000",,"46,000",DWT,"23,397",2019-,Hyundai Vinashin,Established 2000-10,2017-Jun-01,Unknown,Unknown,,
On Order,MR ,N/A,Chem & Oil,"46,000",,"46,000",DWT,"23,397",2019-,Hyundai Vinashin,Established 2000-10,2017-Jun-01,Unknown,Unknown,,
On Order,MR ,N/A,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2018-08,Hyundai Mipo,Established <2000,2017-Jun-01,Elandra Tankers,Vitol Group,,
On Order,MR ,N/A,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2018-09,Hyundai Mipo,Established <2000,2017-Jun-01,Elandra Tankers,Vitol Group,,
